Marca temporal,Genero ,¿Qué edad tienes?,¿Trabajas en la carretera? 🚚 ,¿Eres autónomo o asalariado?,¿Tienes momentos en los que la carga esta vacía?,¿Estarías dispuesto a recoger un envío adicional si este se ajusta a tu ruta actual y está disponible inmediatamente? 📍,¿Con qué frecuencia tienes viajes de retorno vacíos a la semana? ⌛,¿Qué tipo de vehículo usas?,¿Qué tipo de carga aceptas?, ¿Estarías dispuesto a compartir información sobre tus rutas y disponibilidad de espacio para mejorar la eficiencia?,¿Aceptarías un envío a cambio de un ingreso extra? ✔️💶,💡¿Tienes alguna sugerencia o característica específica que te gustaría que NEAR incluyera?,¿Utilizas servicios de paquetería habitualmente?,¿Con que frecuencia aproximadamente envías paquetes al mes? ⌛ ,¿Cambiarías el método de envió por uno más económico y sostenible?,¿Prefieres la recogida a domicilio, puntos de entrega locales, o ambas opciones? ,¿Qué tan dispuesto estarías a probar un nuevo servicio de envío como NEAR?,💡¿Tienes alguna sugerencia o característica específica que te gustaría que NEAR incluyera?.1
3/18/2024 4:24:02,Mujer,32.0,No,,,,,,,,,,A veces,1-5,Sí,Recogida a domicilio,Muy dispuesto,
3/18/2024 8:57:57,Mujer,21.0,No,,,,,,,,,,A veces,1-5,Sí,Punto de entrega,Muy dispuesto,Me parece una excelente idea! Os felicito! 
3/18/2024 9:04:43,Hombre,20.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,No
3/18/2024 9:08:10,Mujer,19.0,No,,,,,,,,,,A veces,1-5,Sí,Punto de entrega,Poco dispuesto,Baratito 
3/18/2024 9:09:34,Hombre,19.0,No,,,,,,,,,,Sí,5-10,Sí,Recogida a domicilio,Muy dispuesto,Nada todo ok
3/18/2024 13:56:34,Hombre,48.0,No,,,,,,,,,,Sí,1-5,Tal vez,Ambas opciones,Muy dispuesto,
3/18/2024 14:04:26,Mujer,29.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,
3/18/2024 14:06:18,Mujer,20.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,
3/18/2024 14:40:15,Mujer,43.0,No,,,,,,,,,,Sí,1-5,Sí,Ambas opciones,Muy dispuesto,
3/18/2024 15:42:52,Mujer,21.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,
3/18/2024 15:57:28,Mujer,42.0,No,,,,,,,,,,Sí,5-10,Sí,Punto de entrega,Muy dispuesto,
3/18/2024 15:57:55,Mujer,24.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,
3/19/2024 12:53:04,Mujer,30.0,No,,,,,,,,,,A veces,1-5,Sí,Punto de entrega,Poco dispuesto,
3/19/2024 15:15:20,Hombre,33.0,Si,Autonomo,Sí,Sí,1-3,,,No,Si,,,,,,,
3/19/2024 17:00:38,Hombre,33.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,
3/19/2024 20:35:04,Hombre,52.0,Si,Asalariado,No,,,,,,,,,,,,,
3/20/2024 8:34:13,Hombre,26.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Poco dispuesto,
3/21/2024 8:50:57,Hombre,20.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,
3/22/2024 12:40:52,Hombre,27.0,No,,,,,,,,,,Sí,1-5,Tal vez,Ambas opciones,Poco dispuesto,
3/24/2024 12:29:37,Mujer,21.0,No,,,,,,,,,,Sí,1-5,Sí,Ambas opciones,Muy dispuesto,
3/26/2024 15:11:56,Hombre,41.0,Si,Asalariado,Sí,Sí,5-7,,,Sí,Si,,,,,,,
3/29/2024 12:12:30,Hombre,25.0,No,,,,,,,,,,A veces,1-5,No,Ambas opciones,Nada dispuesto,
3/29/2024 12:19:54,Hombre,25.0,No,,,,,,,,,,Nunca,,,,,
3/29/2024 13:11:43,Mujer,40.0,No,,,,,,,,,,Sí,1-5,Sí,Recogida a domicilio,Muy dispuesto,
4/9/2024 13:31:44,Mujer,28.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,
4/9/2024 13:54:57,Hombre,,No,,,,,,,,,,Sí,1-5,Sí,Recogida a domicilio,Muy dispuesto,Traer mi propia mercadería 
4/9/2024 14:52:47,Mujer,49.0,No,,,,,,,,,,Sí,1-5,Sí,Ambas opciones,Muy dispuesto,Confirmar la hora de entrega 
4/9/2024 15:24:58,Mujer,51.0,No,,,,,,,,,,Sí,1-5,Sí,Recogida a domicilio,Muy dispuesto,
6/17/2024 10:36:13,Hombre,58.0,No,,,,,,,,,,A veces,1-5,Sí,Punto de entrega,Muy dispuesto,
3/10/2025 23:05:40,Hombre,38.0,No,,,,,,,,,,A veces,1-5,Sí,Ambas opciones,Muy dispuesto,
4/12/2025 13:05:03,Hombre,38.0,Si,Autonomo,Sí,Sí,3-5,Camión rígido,"General (cajas, palets)",Sí,Si,,,,,,,
4/12/2025 14:39:22,Hombre,46.0,Si,Autonomo,Sí,Sí,3-5,Camión rígido,"General (cajas, palets)",Sí,Si,,,,,,,
4/12/2025 16:51:11,Hombre,33.0,Si,Asalariado,Sí,Sí,1-3,Furgón grande,"General (cajas, palets)",Sí,Si,,,,,,,
4/19/2025 23:19:36,Hombre,31.0,Si,Autonomo,Sí,Sí,5-7,Furgón grande,"General (cajas, palets)",Sí,Si,,,,,,,
04/23/2025 10:09:16,Hombre,30.0,Sí,Autonomo,No,Sí,Más de 6,Camión,Ambas,Sí,Sí,,A veces,1-5,No,Ambas opciones,Muy dispuesto,
04/25/2025 10:09:16,Mujer,31.0,Sí,Autonomo,A veces,Sí,Más de 6,Camión,Paquetería,No,Sí,,Frecuentemente,6-10,No,Recogida a domicilio,Poco dispuesto,
04/27/2025 10:09:16,Hombre,55.0,Sí,Autonomo,A veces,Sí,Más de 6,Furgoneta,Paquetería,No,No,,A veces,Más de 10,No,Ambas opciones,Poco dispuesto,
04/17/2025 10:09:16,Hombre,44.0,Sí,Autonomo,A veces,Sí,1-3,Furgoneta,Palets,Sí,Sí,,A veces,Más de 10,Sí,Puntos de entrega locales,Poco dispuesto,
04/24/2025 10:09:16,Mujer,57.0,Sí,Autonomo,Sí,Sí,4-6,Coche,Paquetería,No,Sí,,Nunca,6-10,Sí,Puntos de entrega locales,Muy dispuesto,
05/05/2025 10:09:16,Hombre,34.0,Sí,Autonomo,Sí,Sí,4-6,Camión,Paquetería,Sí,No,,Nunca,Más de 10,Sí,Ambas opciones,Muy dispuesto,
05/09/2025 10:09:16,Mujer,52.0,Sí,Autonomo,A veces,Sí,1-3,Coche,Palets,No,No,,A veces,6-10,No,Ambas opciones,Muy dispuesto,
05/09/2025 10:09:16,Mujer,45.0,Sí,Autonomo,No,Sí,Más de 6,Furgoneta,Ambas,No,No,,A veces,Más de 10,No,Ambas opciones,Dispuesto,
04/27/2025 10:09:16,Mujer,31.0,Sí,Autonomo,Sí,Sí,1-3,Camión,Paquetería,No,Sí,,A veces,Más de 10,Sí,Puntos de entrega locales,Muy dispuesto,
04/10/2025 10:09:16,Hombre,27.0,Sí,Autonomo,A veces,Sí,1-3,Camión,Ambas,Sí,No,,Frecuentemente,Más de 10,Sí,Puntos de entrega locales,Muy dispuesto,
04/23/2025 10:09:16,Hombre,58.0,Sí,Autonomo,No,Sí,4-6,Furgoneta,Paquetería,Sí,No,,Frecuentemente,6-10,Sí,Puntos de entrega locales,Indiferente,
05/02/2025 10:09:16,Mujer,25.0,Sí,Autonomo,No,Sí,1-3,Coche,Ambas,Sí,No,,Frecuentemente,6-10,No,Recogida a domicilio,Muy dispuesto,
04/26/2025 10:09:16,Mujer,48.0,Sí,Autonomo,Sí,Sí,4-6,Furgoneta,Ambas,No,Sí,,A veces,6-10,No,Puntos de entrega locales,Dispuesto,
04/12/2025 10:09:16,Mujer,33.0,Sí,Autonomo,No,Sí,1-3,Furgoneta,Paquetería,Sí,No,,A veces,1-5,Sí,Recogida a domicilio,Indiferente,
04/18/2025 10:09:16,Hombre,43.0,Sí,Autonomo,A veces,Sí,Más de 6,Coche,Ambas,Sí,Sí,,Nunca,Más de 10,Sí,Puntos de entrega locales,Indiferente,
04/22/2025 10:09:16,Mujer,48.0,Sí,Autonomo,A veces,Sí,1-3,Coche,Ambas,No,Sí,,Frecuentemente,Más de 10,Sí,Recogida a domicilio,Indiferente,
04/12/2025 10:09:16,Mujer,37.0,Sí,Autonomo,No,Sí,Más de 6,Camión,Ambas,Sí,No,,Nunca,6-10,Sí,Puntos de entrega locales,Muy dispuesto,
04/25/2025 10:09:16,Hombre,49.0,Sí,Autonomo,Sí,Sí,Más de 6,Furgoneta,Paquetería,No,No,,A veces,1-5,No,Recogida a domicilio,Dispuesto,
05/03/2025 10:09:16,Hombre,39.0,Sí,Autonomo,Sí,Sí,4-6,Coche,Paquetería,No,No,,Nunca,6-10,Sí,Ambas opciones,Poco dispuesto,
04/17/2025 10:09:16,Hombre,57.0,Sí,Autonomo,A veces,No,Más de 6,Furgoneta,Palets,No,No,,Nunca,1-5,Sí,Recogida a domicilio,Muy dispuesto,
04/09/2025 10:09:16,Mujer,31.0,Sí,Asalariado,A veces,No lo sé,4-6,Coche,Ambas,No,Sí,,Frecuentemente,1-5,No,Puntos de entrega locales,Poco dispuesto,
05/01/2025 10:09:16,Mujer,31.0,Sí,Asalariado,A veces,No,1-3,Furgoneta,Paquetería,No,No,,Frecuentemente,1-5,Sí,Ambas opciones,Muy dispuesto,
05/03/2025 10:09:16,Hombre,30.0,Sí,Asalariado,No,No lo sé,4-6,Furgoneta,Ambas,No,Sí,,Frecuentemente,1-5,No,Recogida a domicilio,Dispuesto,
05/04/2025 10:09:16,Hombre,38.0,Sí,Asalariado,A veces,No lo sé,1-3,Coche,Paquetería,Sí,No,,A veces,Más de 10,Sí,Ambas opciones,Muy dispuesto,
